biog_id	x姓名	성명	name	alt_name	alt_name2	姓貫	office	reference	vol	page	side	notes
D402352	金之甲	김지갑	Kim Chigap			彦陽 金	判書	安東權氏成化譜	1	3	a	
D402353	金翰	김한	Kim Han			彦陽 金	宗簿令	安東權氏成化譜	1	3	a	
D402366	朴三陽	박삼양	Pak Samyang	朴三暘			 	安東權氏成化譜	1	3	a	
D402367	金慮	김헌	Kim Hŏn			彦陽 金	左尹	安東權氏成化譜	1	3	a	
D402374	金河	김하	Kim Ha			彦陽 金	典書	安東權氏成化譜	1	3	a	
D402380	權宗頂	권종정	Kwŏn Chongjŏng			安東 權	祝髮兩街都總 攝廣福君	安東權氏成化譜	1	3	a	
D402382	李瑞種	이서종	Yi Sŏjong			慶州 李	宗簿令	安東權氏成化譜	1	3	a	
D402384	趙茂	조무	Cho Mu			橫城 趙	橫城郡	安東權氏成化譜	1	3	a	
D402391	李係孫	이계손	Yi Kyeson			延安 李	監正	安東權氏成化譜	1	3	a	
D402393	李寶林	이보림	Yi Porim			慶州 李	鷄林君	安東權氏成化譜	1	3	a	
D402397	李元䙗	이원적	Yi Wŏnjŏk			陜川 李	府使	安東權氏成化譜	1	3	a	
D400261	金希祖	김희조	Kim Hŭijo			彦陽 金	樞密院事	安東權氏成化譜	1	3	b	
D400420	李達尊	이달존	Yi Talchon			慶州 李	總制	安東權氏成化譜	1	3	b	
D401571	權儼	권엄	Kwŏn Ŏm			安東 權	判書	安東權氏成化譜	1	3	b	
D401782	李壽林	이수림	Yi Surim			慶州 李	翰林學士	安東權氏成化譜	1	3	b	
D401806	任德壽	임덕수	Im Tŏksu			豊川 任	判司僕寺事	安東權氏成化譜	1	3	b	
D401810	申琿	신혼	Sin Hon	申渾		平山 申	起居郞	安東權氏成化譜	1	3	b	
D401915	任純義	임순의	Im Sunŭi			豊川 任	判事	安東權氏成化譜	1	3	b	
D402252	李學林	이학림	Yi Hangnim			慶州 李	少府尹	安東權氏成化譜	1	3	b	
D402404	李德林	이덕림	Yi Tŏngnim			慶州 李	郡事	安東權氏成化譜	1	3	b	
D402426	奇仁傑	기인걸	Ki In'gŏl			幸州 奇	開城尹	安東權氏成化譜	1	3	b	
D402439	安翊	안익	An Ik	安益		公山 安	平理	安東權氏成化譜	1	3	b	
D402440	李亮	이량	Yi Ryang			延安 李	監正	安東權氏成化譜	1	3	b	
D402447	權皐	권고	Kwŏn Ko			安東 權	檢侍中 永嘉府院君	安東權氏成化譜	1	3	b	
E401570	權詳	권상	Kwŏn Sang			安東 權	儉漢城尹	安東權氏成化譜	1	3	b	
E401592	權敬	권경	Kwŏn Kyŏng			安東 權	判書	安東權氏成化譜	1	3	b	
E401827	朴永忠	박영충	Pak Yŏngch'ung			竹山 朴	判漢城府事	安東權氏成化譜	1	3	b	
E401887	黃侃	황간	Hwang Kan			懷德 黃	三司左尹	安東權氏成化譜	1	3	b	
E401921	任純禮	임순례	Im Sullye			豊川 任	郎將	安東權氏成化譜	1	3	b	
E401997	郭樞	곽추	Kwak Ch'u			淸州 郭	贊成事	安東權氏成化譜	1	3	b	
E402078	蔡元敬	채원경	Ch'ae Wŏn'gyŏng	蔡允敬		平康 蔡	檢漢城	安東權氏成化譜	1	3	b	
E402450	洪希正	홍희정	Hong Hŭijŏng			南陽 洪	左尹	安東權氏成化譜	1	3	b	
E402453	金敬義	김경의	Kim Kyŏngŭi				典書	安東權氏成化譜	1	3	b	
E402461	王休	왕휴	Wang Hyu			開城 王	副令	安東權氏成化譜	1	3	b	
D301157	王愼	왕신	Wang Sin			開城 王	福安君	安東權氏成化譜	1	4	a	
D401256	權遇	권우	Kwŏn U	權遠		安東 權	藝文提學	安東權氏成化譜	1	4	a	
D401335	王挺	왕정	Wang Chŏng			開城 王	順城君	安東權氏成化譜	1	4	a	
D401991	王重貴	왕중귀	Wang Chunggwi				左代言	安東權氏成化譜	1	4	a	
D402172	朴仲宜	박중의	Pak Chungŭi			竹山 朴	典客令	安東權氏成化譜	1	4	a	
D402470	權侃	권간	Kwŏn Kan			安東 權	軍簿正郞	安東權氏成化譜	1	4	a	
D402484	權僖	권희	Kwŏn Hŭi			安東 權	檢校左政丞	安東權氏成化譜	1	4	a	
D402516	王煦	왕후	Wang Hu	王脫歡			鷄林府院君	安東權氏成化譜	1	4	a	
D402547	尙載	상재	Sang Chae				監察	安東權氏成化譜	1	4	a	
D402555	權謙	권겸	Kwŏn Kyŏm			安東 權	贊成事 福安府院君 宣授太監府	安東權氏成化譜	1	4	a	
D402557	元顥	원호	Wŏn Ho			原州 元	成安府院君	安東權氏成化譜	1	4	a	
E400081	權衷	권충	Kwŏn Ch'ung			安東 權	贊成	安東權氏成化譜	1	4	a	
E400102	權肅	권숙	Kwŏn Suk			安東 權	府尹	安東權氏成化譜	1	4	a	
E400375	許愭	허기	Hŏ Ki			陽川 許	判奉常寺事	安東權氏成化譜	1	4	a	
E401119	權近	권근	Kwŏn Kŭn	權晉		安東 權	贊成事 吉昌君	安東權氏成化譜	1	4	a	
E401911	元寅	원인	Wŏn In			原州 元	判開城府事	安東權氏成化譜	1	4	a	
E401990	權嚴	권엄	Kwŏn Ŏm			安東 權	執義	安東權氏成化譜	1	4	a	
E402471	權維	권유	Kwŏn Yu			安東 權	都摠制	安東權氏成化譜	1	4	a	
E402477	尹希宗	윤희종	Yun Hŭijong					安東權氏成化譜	1	4	a	
E402478	金自忠	김자충	Kim Chach'ung				密直	安東權氏成化譜	1	4	a	
E402480	權絪	권인	Kwŏn In			安東 權	典書	安東權氏成化譜	1	4	a	
E402483	權乃澄	권내징	Kwŏn Naejing			安東 權	大禪師	安東權氏成化譜	1	4	a	
E402485	權和	권화	Kwŏn Hwa			安東 權	三司左使	安東權氏成化譜	1	4	a	
E402492	權二已	권이이	Kwŏn Ii			安東 權	都僧統	安東權氏成化譜	1	4	a	
E402538	權道	권도	Kwŏn To			安東 權	司正	安東權氏成化譜	1	4	a	
E402543	南宮佐	남궁좌	Namgung Chwa			咸恍 南宮	署丞	安東權氏成化譜	1	4	a	
E402548	權法和						典書	安東權氏成化譜	1	4	a	
266c9825-0b6b-4b0a-83ee-9abf01f18b6c	元 昭宗	원 소종	Wŏn Sojong				皇帝	安東權氏成化譜	1	4	b	
D300001	尹承禮	윤승례	Yun Sŭngnye			坡平 尹	軍簿判書	安東權氏成化譜	1	4	b	
D301251	盧訔	노은	No Ŭn			交河 盧	慶原君 宣授兵部尙書	安東權氏成化譜	1	4	b	
D401644	權恒	권항	Kwŏn Hang			安東 權	知密直	安東權氏成化譜	1	4	b	
D401759	任巨卿	임거경	Im Kŏgyŏng	任臣卿		豊川 任	兵馬使	安東權氏成化譜	1	4	b	
D401761	王諝	왕서	Wang Sŏ			開城 王	益城府院大君	安東權氏成化譜	1	4	b	
D401762	王珣	왕순	Wang Sun			開城 王	淮安大君	安東權氏成化譜	1	4	b	
D401763	高呂	고려	Ko Ryŏ			高峯 高	高城郡	安東權氏成化譜	1	4	b	
D402587	奇有傑	기유걸	Ki Yugŏl			幸州 奇	贊成	安東權氏成化譜	1	4	b	
D402591	權賝	권침	Kwŏn Ch'im	權奇般者不花			 	安東權氏成化譜	1	4	b	
D402592	金立堅	김입견	Kim Ipkyŏn				評理	安東權氏成化譜	1	4	b	
D402596	王璹	왕숙	Wang Suk			開城 王	正順大君	安東權氏成化譜	1	4	b	
D402599	王璉	왕련	Wang Ryŏn			開城 王	益興大君	安東權氏成化譜	1	4	b	
D402608	李希慶	이희경	Yi Hŭigyŏng			碧珍 李	大護軍	安東權氏成化譜	1	4	b	
D402621	王緝	왕집	Wang Chip			開城 王	益川君	安東權氏成化譜	1	4	b	
D402624	王綏	왕수	Wang Su	王緩		開城 王	益昌君	安東權氏成化譜	1	4	b	
D402625	王潘	왕번	Wang Pŏn			開城 王	元尹	安東權氏成化譜	1	4	b	
D402626	王[玉+囧]	왕형	Wang Hyŏng			開城 王	昌寧君	安東權氏成化譜	1	4	b	
D402627	王綺	왕기	Wang Ki			開城 王	昌原君	安東權氏成化譜	1	4	b	
D402629	金光敍	김광서	Kim Kwangsŏ			扶寧 金	典客令	安東權氏成化譜	1	4	b	
D402634	王祥	왕상	Wang Sang			開城 王	春原君	安東權氏成化譜	1	4	b	
D402638	王瑄	왕선	Wang Sŏn			開城 王	淮原君	安東權氏成化譜	1	4	b	
E300522	李士芬	이사분	Yi Sabun	李都芬		星州 李		安東權氏成化譜	1	4	b	
E300545	趙涓	조연	Cho Yŏn	趙卿		漢陽 趙	政丞 漢平府院君	安東權氏成化譜	1	4	b	
E402558	元賓	원빈	Wŏn Pin			原州 元	中樞副使	安東權氏成化譜	1	4	b	
E402572	朴天祥	박천상	Pak Ch'ŏnsang			順天 朴	府院君	安東權氏成化譜	1	4	b	
E402573	元宣	원선	Wŏn Sŏn			原州 元	三司左尹	安東權氏成化譜	1	4	b	
D206574	權仲達	권중달	Kwŏn Chungdal			安東 權	花原君	安東權氏成化譜	1	5	a	
D206576	全賁	전분	Chŏn Pun			旌善 全	宰臣	安東權氏成化譜	1	5	a	
D206579	閔瑾	민근	Min Kŭn			驪興 閔	驪城君	安東權氏成化譜	1	5	a	
D206581	李穡	이색	Yi Saek			韓山 李	韓山府院君	安東權氏成化譜	1	5	a	
D206583	權嗣宗	권사종	Kwŏn Sajong			安東 權	判事	安東權氏成化譜	1	5	a	
D206585	權季容	권계용	Kwŏn Kyeyong			安東 權	呂川君	安東權氏成化譜	1	5	a	
D206586	金允轍	김윤철	Kim Yunch'ŏl			英陽 金	典書	安東權氏成化譜	1	5	a	
D206588	權仲和	권중화	Kwŏn Chunghwa			安東 權	領議政 呂川伯	安東權氏成化譜	1	5	a	
D206589	韓寧	한녕	Han Nyŏng			淸州 韓	錄事	安東權氏成化譜	1	5	a	
D206592	李得壽	이득수	Yi Tŭksu	李壽得		慶州 李	檢侍中	安東權氏成化譜	1	5	a	
D206594	李成林	이성림	Yi Sŏngnim			慶州 李	侍中	安東權氏成化譜	1	5	a	
D206595	廉悌臣	염제신	Yŏm Chesin			瑞原 廉	政丞	安東權氏成化譜	1	5	a	
D206599	洪徵	홍징	Hong Ching			南陽 洪	密直副使 唐城君	安東權氏成化譜	1	5	a	
D206604	任獻	임헌	Im Hŏn			長興 任	大司憲	安東權氏成化譜	1	5	a	
D206606	鄭凞啓	정희계	Chŏng Hŭigye	鄭熙啓		慶州 鄭	參贊	安東權氏成化譜	1	5	a	
D401248	李思義	이사의	Yi Saŭi			全義 李	全城君	安東權氏成化譜	1	5	a	
D401630	柳惠芳	유혜방	Yu Hyebang			晋州 柳	郡事	安東權氏成化譜	1	5	a	
D402602	王諮	왕자	Wang Cha			開城 王	福原君	安東權氏成化譜	1	5	a	
D402604	王昭	왕소	Wang So			開城 王	益原大君	安東權氏成化譜	1	5	a	The original simply records 王 and 益原大君. 益原大君 is 王昭.
D402640	盧濟	노제	No Che			交河 盧	瑞原君	安東權氏成化譜	1	5	a	
D402641	盧瑜	노유	No Yu			交河 盧	判事	安東權氏成化譜	1	5	a	
D402653	王瑱	왕진	Wang Chin	王鎭		開城 王	永原君	安東權氏成化譜	1	5	a	
DC00421	廉興邦	염흥방	Yŏm Hŭngbang			瑞原 廉	三司左使	安東權氏成化譜	1	5	a	
E402266	權邦緯	권방위	Kwŏn Pangwi	權邦偉		安東 權	都摠制	安東權氏成化譜	1	5	a	
E402648	白元珣	백원구	Paek Wŏn'gu			聞慶 白	典書	安東權氏成化譜	1	5	a	
D206610	恭愍王	공민왕	Kong Minwang	王顓	王伯顔帖木兒	開城 王	恭愍王	安東權氏成化譜	1	5	b	
D206611	李竦	이송	Yi Song	李松		禮安 李	判書	安東權氏成化譜	1	5	b	
D206613	卞南龍	변남룡	Pyŏn Namnyong			草溪 卞	漢城府尹	安東權氏成化譜	1	5	b	
D206614	廉庭秀	염정수	Yŏm Chŏngsu	廉廷秀		瑞原 廉	大司憲	安東權氏成化譜	1	5	b	
D206617	廉廣原	염광원	Yŏm Kwangwŏn			瑞原 廉		安東權氏成化譜	1	5	b	
D206618	朴瓊	박경	Pak Kyŏng			咸陽 朴	判書	安東權氏成化譜	1	5	b	
D206620	崔乙義	최을의	Ch'oe Ŭrŭi			全州 崔	密直副使	安東權氏成化譜	1	5	b	
D206622	趙煦	조후	Cho Hu			平壤 趙	萬戶	安東權氏成化譜	1	5	b	
D206624	盧冏	노경	No Kyŏng			交河 盧	判三司事	安東權氏成化譜	1	5	b	
D206626	尹紹宗	윤소종	Yun Sojong			茂松 尹	判書	安東權氏成化譜	1	5	b	
D206629	朴居實	박거실	Pak Kŏsil			咸陽 朴	判事	安東權氏成化譜	1	5	b	
D206633	宋英茂	송영무	Song Yŏngmu				知嘉州事	安東權氏成化譜	1	5	b	
D206635	宋天吉	송천길	Song Ch'ŏn'gil				 	安東權氏成化譜	1	5	b	
D206636	李龜壽	이귀수	Yi Kwisu				別將	安東權氏成化譜	1	5	b	
D206638	韓繼忠	한계충	Han Kyech'ung				判書	安東權氏成化譜	1	5	b	
D206640	韓安海	한안해	Han Anhae				典書	安東權氏成化譜	1	5	b	
D206641	韓安景	한안경	Han An'gyŏng				知隨州事	安東權氏成化譜	1	5	b	
D206642	韓安邦	한안방	Han Anbang				 	安東權氏成化譜	1	5	b	
D400075	許璡	허진	Hŏ Chin	許珽		陽川 許	教授官	安東權氏成化譜	1	5	b	
D401777	柳蔓殊	유만수	Yu Mansu	柳曼殊		文化 柳	贊成	安東權氏成化譜	1	5	b	
DC00111	柳總	유총	Yu Ch'ong			文化 柳	代言	安東權氏成化譜	1	5	b	
DC00199	金居斗	김거두	Kim Kŏdu			義城 金	府使	安東權氏成化譜	1	5	b	
D206643	金尙漢	김상한	Kim Sanghan				典書	安東權氏成化譜	1	6	a	
D206645	李陰	이음	Yi Ŭm				典書	安東權氏成化譜	1	6	a	
D206647	康舜龍	강순룡	Kang Sullyong			載寧 康	載寧伯 平章	安東權氏成化譜	1	6	a	
D206649	康熙	강희	Kang Hŭi			載寧 康	判事	安東權氏成化譜	1	6	a	
D206651	權[未詳]	권[미상]	Kwŏn [misang]			安東 權	 	安東權氏成化譜	1	6	a	
D206652	權仲炎	권중염	Kwŏn Chungyŏm			安東 權	 	安東權氏成化譜	1	6	a	
D206653	權仲山	권중산	Kwŏn Chungsan			安東 權	 	安東權氏成化譜	1	6	a	
D206654	權可封	권가봉	Kwŏn Kabong			安東 權	 	安東權氏成化譜	1	6	a	
D206655	李庸	이용	Yi Yong			仁川 李	正言	安東權氏成化譜	1	6	a	
D206657	李元紘	이원굉	Yi Wŏn'goeng	李允紘		仁川 李		安東權氏成化譜	1	6	a	
D206658	林蹇	임건	Im Kŏn	林騫		保安 林	典書	安東權氏成化譜	1	6	a	
D206660	琴仁淑	금인숙	Kŭm Insuk			奉化 琴	知嘉州事	安東權氏成化譜	1	6	a	
D206662	李元緝	이원집	Yi Wŏnjip			仁川 李		安東權氏成化譜	1	6	a	
D206663	李興	이흥	Yi Hŭng				府尹	安東權氏成化譜	1	6	a	
D206666	李元絢	이원현	Yi Wŏnhyŏn			仁川 李		安東權氏成化譜	1	6	a	
D206667	李元絳	이원강	Yi Wŏn'gang			仁川 李	 	安東權氏成化譜	1	6	a	
D206668	權肅	권숙	Kwŏn Suk			安東 權	判典儀寺事	安東權氏成化譜	1	6	a	
D206670	權可宗	권가종	Kwŏn Kajong			安東 權	丞	安東權氏成化譜	1	6	a	
D206671	權可均	권가균	Kwŏn Kagyun			安東 權	縣監	安東權氏成化譜	1	6	a	
D206672	權可以	권가이	Kwŏn Kai			安東 權	郡事	安東權氏成化譜	1	6	a	
D206673	權奭	권석	Kwŏn Sŏk			安東 權	郎將	安東權氏成化譜	1	6	a	
D206674	崔偕	최해	Ch'oe Hae	崔諧			少監	安東權氏成化譜	1	6	a	
D400788	柳臨	유림	Yu Rim			文化 柳	典農正	安東權氏成化譜	1	6	a	
E206870	權蔓	권만	Kwŏn Man			安東 權	 	安東權氏成化譜	1	6	a	
E402275	權遜	권손	Kwŏn Son			安東 權		安東權氏成化譜	1	6	a	
EC00498	柳資	유자	Yu Cha	柳滋		文化 柳	知豐洲事	安東權氏成化譜	1	6	a	
D206676	梁元堅	양원견	Yang Wŏn'gyŏn				總制	安東權氏成化譜	1	6	b	
D206678	李湯	이탕	Yi T'ang				中郎將	安東權氏成化譜	1	6	b	
D206680	權世珍	권세진	Kwŏn Sejin			安東 權		安東權氏成化譜	1	6	b	
D206682	權靷	권인	Kwŏn In			安東 權		安東權氏成化譜	1	6	b	
D206683	鄭汝諧	정여해	Chŏng Yŏhae				 	安東權氏成化譜	1	6	b	
D206685	金仲寶	김중보	Kim Chungbo	金重寶		咸昌 金	 	安東權氏成化譜	1	6	b	
D206687	金丁用	김정용	Kim Chŏngyong	金貞容		咸昌 金	 	安東權氏成化譜	1	6	b	
D206688	權正侯	권정후	Kwŏn Chŏnghu			安東 權	 	安東權氏成化譜	1	6	b	
D206689	權仁淑	권인숙	Kwŏn Insuk			安東 權	密直副使	安東權氏成化譜	1	6	b	
D206690	權得侯	권득후	Kwŏn Tŭkhu			安東 權	福川君	安東權氏成化譜	1	6	b	
D206691	權子侯	권자후	Kwŏn Chahu			安東 權	司宰監	安東權氏成化譜	1	6	b	
D206692	權方侯	권방후	Kwŏn Panghu				 	安東權氏成化譜	1	6	b	
D206694	權有時	권유시	Kwŏn Yusi			安東 權	 	安東權氏成化譜	1	6	b	
D206695	潘義	반의	Pan Ŭi				 	安東權氏成化譜	1	6	b	
D206697	南簡	남간	Nam Kan			宜寧 南	宰臣	安東權氏成化譜	1	6	b	
D206699	南仁祐	남인우	Nam Inu	南仁佐		宜寧 南	佐郞	安東權氏成化譜	1	6	b	
D206700	權德生	권덕생	Kwŏn Tŏksaeng			安東 權		安東權氏成化譜	1	6	b	
D206702	權子衡	권자형	Kwŏn Chahyŏng			安東 權	 	安東權氏成化譜	1	6	b	
D206703	權乙衡	권을형	Kwŏn Ŭrhyŏng			安東 權	 	安東權氏成化譜	1	6	b	
D206712	權季衡	권계형	Kwŏn Kyehyŏng			安東 權	 	安東權氏成化譜	1	6	b	
D206713	沈季文	심계문	Sim Kyemun				 	安東權氏成化譜	1	6	b	
D206721	權昂	권앙	Kwŏn Ang				 	安東權氏成化譜	1	6	b	
D206722	權方正	권방정	Kwŏn Pangjŏng				 	安東權氏成化譜	1	6	b	
D900552	金就用	김취용	Kim Ch'wiyong	金就鎔	金就容	咸昌 金	 	安東權氏成化譜	1	6	b	
E206704	權當	권당	Kwŏn Tang			安東 權	 	安東權氏成化譜	1	6	b	
E206705	金繼孫	김계손	Kim Kyeson					安東權氏成化譜	1	6	b	
E206707	權希約	권희약	Kwŏn Hŭiyak			安東 權		安東權氏成化譜	1	6	b	
E206708	權偟	권황	Kwŏn Hwang					安東權氏成化譜	1	6	b	
E206710	崔係	최계	Ch'oe Kye				 	安東權氏成化譜	1	6	b	
E206715	沈希括	심희괄	Sim Hŭigwal				 	安東權氏成化譜	1	6	b	
E206716	沈希溫	심희온	Sim Hŭion				 	安東權氏成化譜	1	6	b	
E206717	沈希發	심희발	Sim Hŭibal				 	安東權氏成化譜	1	6	b	
E206718	張斐	장비	Chang Pi	張裴	張棐		 	安東權氏成化譜	1	6	b	
E206720	沈希挺	심희정	Sim Hŭijŏng				 	安東權氏成化譜	1	6	b	
E401878	裵桓	배환	Pae Hwan			興海 裵	監司	安東權氏成化譜	1	6	b	
E900711	權自謙	권자겸	Kwŏn Chagyŏm			安東 權		安東權氏成化譜	1	6	b	
E902903	權居約	권거약	Kwŏn Kŏyak			安東 權		安東權氏成化譜	1	6	b	
D206723	權珠慶	권주경	Kwŏn Chugyŏng	權珠鏡		安東 權	 	安東權氏成化譜	1	7	a	
D206724	權贇	권빈	Kwŏn Pin			安東 權	 	安東權氏成化譜	1	7	a	
D206725	權琠	권전	Kwŏn Chŏn	權腆		安東 權	 	安東權氏成化譜	1	7	a	
D206726	權時	권시	Kwŏn Si			安東 權	 	安東權氏成化譜	1	7	a	
D206727	權度	권도	Kwŏn To			安東 權	 	安東權氏成化譜	1	7	a	
D206728	成老	성로	Sŏng Ro				 	安東權氏成化譜	1	7	a	
D206730	金天秩	김천질	Kim Ch'ŏnjil				 	安東權氏成化譜	1	7	a	
D206732	許少由	허소유	Hŏ Soyu			金海 許		安東權氏成化譜	1	7	a	
D206734	許昶	허창	Hŏ Ch'ang	許錘		金海 許		安東權氏成化譜	1	7	a	
D206735	金惟情	김유정	Kim Yujŏng	金惟精		順天 金		安東權氏成化譜	1	7	a	
D206737	金乙材	김을재	Kim Ŭlchae	金乙財		順天 金		安東權氏成化譜	1	7	a	
D206738	金乙忠	김을충	Kim Ŭlch'ung			順天 金		安東權氏成化譜	1	7	a	
D206740	權軾	권식	Kwŏn Sik			安東 權	資德大夫	安東權氏成化譜	1	7	a	
D206741	權愷	권개	Kwŏn Kae	權時中	權概	安東 權	典書	安東權氏成化譜	1	7	a	
D206742	朴德方	박덕방	Pak Tŏkpang			竹山 朴	糾正	安東權氏成化譜	1	7	a	
D206744	權錘	권추	Kwŏn Ch'u			安東 權	少尹	安東權氏成化譜	1	7	a	
D206745	權毅	권의	Kwŏn Ŭi			安東 權	 	安東權氏成化譜	1	7	a	
D206746	權[未詳]	권[미상]	Kwŏn [misang]			安東 權	 	安東權氏成化譜	1	7	a	
D206748	權光贊	권광찬	Kwŏn Kwangch'an			安東 權	 	安東權氏成化譜	1	7	a	
D206749	權台鼎	권태정	Kwŏn T'aejŏng			安東 權	 	安東權氏成化譜	1	7	a	
D206750	權台府	권태부	Kwŏn T'aebu			安東 權	 	安東權氏成化譜	1	7	a	
D206751	李簷	이첨	Yi Ch'ŏm				中樞	安東權氏成化譜	1	7	a	
D206753	鄭益周	정익주	Chŏng Ikchu				 	安東權氏成化譜	1	7	a	
D206755	曺興	조흥	Cho Hŭng			昌寧 曺		安東權氏成化譜	1	7	a	
D206757	徐孝順	서효순	Sŏ Hyosun			利川 徐	 	安東權氏成化譜	1	7	a	
D206759	姜君寶	강군보	Kang Kunbo			晋州 姜	政堂	安東權氏成化譜	1	7	a	
D206761	姜筮	강서	Kang Sŏ			晋州 姜	政丞	安東權氏成化譜	1	7	a	
D206763	姜箸 					晋州 姜	五宰	安東權氏成化譜	1	7	b	
D206765	李英雨	이영우	Yi Yŏngu				 	安東權氏成化譜	1	7	b	
D206767	曺子暹	조자섬	Cho Chasŏm				 	安東權氏成化譜	1	7	b	
D206769	李孟明	이맹명	Yi Maengmyŏng				 	安東權氏成化譜	1	7	b	
D206770	李仲明	이중명	Yi Chungmyŏng	李希祐			 	安東權氏成化譜	1	7	b	
D206771	權準徑	권준경	Kwŏn Chun'gyŏng	權準經		安東 權	 	安東權氏成化譜	1	7	b	
D206774	權復徑	권복경	Kwŏn Pokkyŏng	權復經			 	安東權氏成化譜	1	7	b	
D206775	姜敬和	강경화	Kang Kyŏnghwa				 	安東權氏成化譜	1	7	b	
D206777	姜和寶	강화보	Kang Hwabo				 	安東權氏成化譜	1	7	b	
D206786	權圖南	권도남	Kwŏn Tonam			安東 權	 	安東權氏成化譜	1	7	b	
D206787	鄭厚	정후	Chŏng Hu				宰臣	安東權氏成化譜	1	7	b	
D206789	孫大元	손대원	Son Taewŏn			一直 孫	 	安東權氏成化譜	1	7	b	
D206790	孫成務	손성무	Son Sŏngmu			一直 孫	 	安東權氏成化譜	1	7	b	
D206791	孫成物	손성물	Son Sŏngmul			一直 孫	 	安東權氏成化譜	1	7	b	
E103999	姜策	강책	Kang Ch'aek			晋州 姜	佐郞	安東權氏成化譜	1	7	b	
E206779	權思遠	권사원	Kwŏn Sawŏn			安東 權	 	安東權氏成化譜	1	7	b	
E206780	權重	권중	Kwŏn Chung			安東 權	 	安東權氏成化譜	1	7	b	
E206781	權助	권조	Kwŏn Cho			安東 權	 	安東權氏成化譜	1	7	b	
E206782	權思直	권사직	Kwŏn Sajik			安東 權	 	安東權氏成化譜	1	7	b	
E206783	權勘	권감	Kwŏn Kam			安東 權	監察	安東權氏成化譜	1	7	b	
D206792	金義	김의	Kim Ŭi			原州 金		安東權氏成化譜	1	8	a	
D206793	金得雨	김득우	Kim Tŭgu			原州 金	宰臣	安東權氏成化譜	1	8	a	
D206800	金台瑠	김태류	Kim T'aeryu				 	安東權氏成化譜	1	8	a	
D206801	金鼎	김정	Kim Chŏng				佐郞	安東權氏成化譜	1	8	a	
D206803	權成泰	권성태	Kwŏn Sŏngt'ae	權堅		安東 權	郎將	安東權氏成化譜	1	8	a	
D206805	權公信	권공신	Kwŏn Kongsin	權信公		安東 權	判書	安東權氏成化譜	1	8	a	
D206806	權仁侃	권인간	Kwŏn In'gan			安東 權	檢禮賓卿	安東權氏成化譜	1	8	a	
D206807	權仁景	권인경	Kwŏn In'gyŏng			安東 權	 	安東權氏成化譜	1	8	a	
D206808	權仁軫	권인진	Kwŏn Injin			安東 權	 	安東權氏成化譜	1	8	a	
D206809	金之有	김지유	Kim Chiyu	金光遠			 	安東權氏成化譜	1	8	a	
D206811	權忍眉	권인미	Kwŏn Inmi			安東 權	大禪師	安東權氏成化譜	1	8	a	
D206812	權行脩	권행수	Kwŏn Haengsu			安東 權	首座	安東權氏成化譜	1	8	a	
D206813	權呂溫	권여온	Kwŏn Yŏon				進士	安東權氏成化譜	1	8	a	
D206815	權允景	권윤경	Kwŏn Yun'gyŏng	權元景			 	安東權氏成化譜	1	8	a	
D206816	權萬景	권만경	Kwŏn Man'gyŏng				舍人	安東權氏成化譜	1	8	a	
D206817	權希逢	권희봉	Kwŏn Hŭibong	權希達			 	安東權氏成化譜	1	8	a	
D206819	權玄景	권현경	Kwŏn Hyŏn'gyŏng				 	安東權氏成化譜	1	8	a	
D206820	權伯宗	권백종	Kwŏn Paekchong			安東 權	宰臣	安東權氏成化譜	1	8	a	
D206822	權文景	권문경	Kwŏn Mun'gyŏng	權文宗			 	安東權氏成化譜	1	8	a	
D206823	安守堅	안수견	An Sugyŏn			順興 安		安東權氏成化譜	1	8	b	
D206825	權善	권선	Kwŏn Sŏn				 	安東權氏成化譜	1	8	b	
D206827	金良正	김양정	Kim Yangjŏng				 	安東權氏成化譜	1	8	b	
D206828	權孝生	권효생	Kwŏn Hyosaeng				 	安東權氏成化譜	1	8	b	
D206829	金君正	김군정	Kim Kunjŏng				 	安東權氏成化譜	1	8	b	
D206832	權錘	권추	Kwŏn Ch'u			安東 權	中郞將	安東權氏成化譜	1	8	b	
D206838	金重平	김중평	Kim Chungp'yŏng				 	安東權氏成化譜	1	8	b	
D206840	潘之永	반지영	Pan Chiyŏng				 	安東權氏成化譜	1	8	b	
E206833	權放	권방	Kwŏn Pang			安東 權	府使	安東權氏成化譜	1	8	b	
D103168	王環	왕환	Wang Hwan			開城 王	종실	安東權氏成化譜	1	9	a	
D200036	崔雲海	최운해	Ch'oe Unhae			通川 崔	參判	安東權氏成化譜	1	9	a	
D402199	權定柱	권정주	Kwŏn Chŏngju			安東 權	將軍	安東權氏成化譜	1	9	a	
E103134	權繼忠	권계충	Kwŏn Kyech'ung			安東 權	護軍	安東權氏成化譜	1	9	a	
E103136	金瑞衡	김서형	Kim Sŏhyŏng				中樞	安東權氏成化譜	1	9	a	
E103137	權繼孝	권계효	Kwŏn Kyehyo			安東 權	護軍	安東權氏成化譜	1	9	a	
E103140	權軸	권축	Kwŏn Ch'uk			安東 權	司正	安東權氏成化譜	1	9	a	
E103141	權淳	권순	Kwŏn Sun			安東 權	 	安東權氏成化譜	1	9	a	
E103142	權演	권연	Kwŏn Yŏn			安東 權	 	安東權氏成化譜	1	9	a	
E103151	曺貴成	조귀성	Cho Kwisŏng				 	安東權氏成化譜	1	9	a	
